timestamp,load,pressure,Column2,Column3
2020-02-04 19:33:22:706739,211.910087,950,706739,89908
2020-02-04 19:33:22:796347,510.5415913,950,796347,89608
2020-02-04 19:33:22:896315,815.9869565,947,896315,99968
2020-02-04 19:33:22:986099,1126.29373,951,986099,89784
2020-02-04 19:33:23:076456,1522.266809,950,076456,-909643
2020-02-04 19:33:23:176340,1896.447365,951,176340,99884
2020-02-04 19:33:23:266108,2246.394835,949,266108,89768
2020-02-04 19:33:23:356602,2491.728339,949,356602,90494
2020-02-04 19:33:23:446283,2747.760887,945,446283,89681
2020-02-04 19:33:23:546275,3061.494313,947,546275,99992
2020-02-04 19:33:23:636829,3363.522887,945,636829,90554
2020-02-04 19:33:23:726556,3618.672887,950,726556,89727
2020-02-04 19:33:23:826491,3823.571896,949,826491,99935
2020-02-04 19:33:23:916241,3914.577861,947,916241,89750
2020-02-04 19:33:24:007101,3881.356591,948,007101,-909140
2020-02-04 19:33:24:107130,3560.863539,948,107130,100029
2020-02-04 19:33:24:196840,2721.452087,949,196840,89710
2020-02-04 19:33:24:286578,1471.562217,950,286578,89738
2020-02-04 19:33:24:376284,585.3658696,947,376284,89706
2020-02-04 19:33:24:477065,244.2685304,946,477065,100781
2020-02-04 19:33:24:566859,78.04878261,950,566859,89794
2020-02-04 19:33:24:656611,36.31265217,951,656611,89752
2020-02-04 19:33:24:756699,-3.6288,949,756699,100088
2020-02-04 19:33:24:846351,-48.55985217,950,846351,89652
2020-02-04 19:33:24:936053,-62.54256522,946,936053,89702
2020-02-04 19:33:25:036724,-43.69351304,950,036724,-899329
2020-02-04 19:33:25:126431,-27.45266087,950,126431,89707
2020-02-04 19:33:25:216071,-25.92422609,950,216071,89640
2020-02-04 19:33:25:306461,-27.85202609,951,306461,90390
2020-02-04 19:33:25:406399,-29.75024348,948,406399,99938
2020-02-04 19:33:25:496149,-31.24909565,950,496149,89750
2020-02-04 19:33:25:586539,-33.39383478,946,586539,90390
2020-02-04 19:33:25:686511,-29.86364348,949,686511,99972
2020-02-04 19:33:25:776317,-25.15507826,947,776317,89806
2020-02-04 19:33:25:865961,-23.8287913,949,865961,89644
2020-02-04 19:33:25:966471,-21.1910087,951,966471,100510
2020-02-04 19:33:26:056293,-19.03147826,950,056293,-910178
2020-02-04 19:33:26:145902,-18.46447826,951,145902,89609
2020-02-04 19:33:26:245735,-20.05207826,949,245735,99833
2020-02-04 19:33:26:335487,-19.18432174,951,335487,89752
2020-02-04 19:33:26:426065,-18.84905217,949,426065,90578
2020-02-04 19:33:26:516413,-19.1793913,950,516413,90348
2020-02-04 19:33:26:616262,-20.40706957,951,616262,99849
2020-02-04 19:33:26:706006,-20.55498261,949,706006,89744
2020-02-04 19:33:26:796331,-19.25334783,951,796331,90325
2020-02-04 19:33:26:896262,-16.97548696,950,896262,99931
2020-02-04 19:33:26:985932,-17.58193043,946,985932,89670
2020-02-04 19:33:27:076296,-16.59584348,950,076296,-909636
2020-02-04 19:33:27:176193,-15.61961739,950,176193,99897
2020-02-04 19:33:27:266501,-15.99433043,949,266501,90308
2020-02-04 19:33:27:356214,-16.48737391,950,356214,89713
2020-02-04 19:33:27:446624,-17.53755652,951,446624,90410
2020-02-04 19:33:27:546534,-18.50392174,950,546534,99910
2020-02-04 19:33:27:636162,-17.01986087,946,636162,89628
2020-02-04 19:33:27:726538,-17.53262609,950,726538,90376
2020-02-04 19:33:27:826469,-19.4061913,949,826469,99931
2020-02-04 19:33:27:916085,-18.4694087,950,916085,89616
2020-02-04 19:33:28:006545,-16.92125217,951,006545,-909540
2020-02-04 19:33:28:106686,-17.39457391,945,106686,100141
2020-02-04 19:33:28:196352,-16.17182609,949,196352,89666
2020-02-04 19:33:28:286080,-16.08307826,945,286080,89728
2020-02-04 19:33:28:376532,-18.31656522,951,376532,90452
2020-02-04 19:33:28:476697,-17.66574783,948,476697,100165
2020-02-04 19:33:28:566336,-16.52188696,950,566336,89639
2020-02-04 19:33:28:656152,-14.56450435,945,656152,89816
2020-02-04 19:33:28:756819,-16.16196522,951,756819,100667
2020-02-04 19:33:28:846572,-15.7626,950,846572,89753
2020-02-04 19:33:28:936213,-14.6286,950,936213,89641
2020-02-04 19:33:29:036714,-14.86033043,949,036714,-899499
2020-02-04 19:33:29:126434,-14.57436522,950,126434,89720
2020-02-04 19:33:29:216154,-14.07146087,946,216154,89720
2020-02-04 19:33:29:306520,-14.81102609,950,306520,90366
2020-02-04 19:33:29:406461,-16.64514783,950,406461,99941
2020-02-04 19:33:29:496195,-16.45286087,949,496195,89734
2020-02-04 19:33:29:586542,-15.61961739,951,586542,90347
2020-02-04 19:33:29:686514,-16.94097391,946,686514,99972
2020-02-04 19:33:29:776272,-17.72491304,951,776272,89758
2020-02-04 19:33:29:865899,-16.68952174,951,865899,89627
2020-02-04 19:33:29:965710,-16.59091304,950,965710,99811
2020-02-04 19:33:30:055482,-14.4165913,950,055482,-910228
2020-02-04 19:33:30:145868,-13.44036522,950,145868,90386
2020-02-04 19:33:30:236179,-13.43050435,947,236179,90311
2020-02-04 19:33:30:336682,-14.29826087,949,336682,100503
2020-02-04 19:33:30:426446,-14.2736087,950,426446,89764
2020-02-04 19:33:30:516802,-14.42645217,950,516802,90356
2020-02-04 19:33:30:616726,-15.24983478,949,616726,99924
